,sgName,ABE_D0,ABE_D6,ABE_D8,ABE_Imat,CBE_D0,CBE_D6,CBE_D8,CBE_Imat,n_D0,n_D6,n_D8
0,BCRABL_3149,0.8665093914242703,1.0314236862752144,0.8815037782379386,2.051132491342025,1.035705138938367,0.9927452665749704,0.7514035288287343,0.7269113091116732,0.9106219758076025,0.9262179741004272,0.7698578463074321
1,BCRABL_332,1.021995465107647,0.9529913837612198,0.9639364964308281,1.1679589423460262,0.9885476392848905,0.9146726326362223,0.8740614880617877,1.6088254236892723,0.9266607072921215,0.9626282802803876,0.9846456330875794
2,BCRABL_467,1.0856309594701483,1.1946983073290482,0.8675710078435923,0.41457837011029586,1.2420217804558487,0.5296447279150032,0.8192205971248586,0.09584287890058434,0.966333630491339,1.0176777144463582,1.1230247621121106
3,BCRABL_691,1.1490569687393342,1.2325661279768352,0.930227930801356,0.6730410682413459,1.0395962966693912,1.002019575935903,0.8885941998098595,1.0842310851774495,1.027366859473801,1.014098848175625,0.9073666092492555
4,BCRABL_335,0.9836295566679175,0.9919762454898254,0.9419793021130203,1.756298628957317,1.027857876567667,1.0504957334714158,0.9817413559331895,0.7140250250340994,0.9721899887395177,1.0341952791880222,1.005358688141156
5,BCRABL_573,0.9612956000872707,1.0280334511920401,0.9153758196771262,1.6525302629258494,0.9824767960369242,0.9532716048420922,0.8512668036030016,0.6067765050864526,0.9161693366007184,0.9056745314692808,0.776921830796603
6,BCRABL_338,1.00250571498758,0.8915583249206535,0.8163589306115415,0.4802820953921527,0.9713005201561156,0.8426633125030412,0.8786992891103652,0.5681222012145931,1.086283568573492,1.2592782014254655,1.10465764521692
7,BCRABL_337,0.8624558890248554,0.8924031527773472,0.8120923401978491,4.163188655434078,1.0234056055934622,0.9406986149050244,0.866716095071093,1.3982775931584186,0.7875341572855737,0.7516497496193985,0.6783929545479032
8,BCRABL_1146,0.9333691148680336,0.892921726764534,0.7812798236584871,1.0662146142433708,1.0448209820708516,1.033617342688097,0.8123822345588467,0.9722185713292886,0.9583083933287242,0.9715670655240956,0.8718918716775911
9,BCRABL_357,0.9441657493062784,0.889961283382954,0.9097559765208723,1.058973558623506,1.0963528249534056,1.0861132119033734,0.9820252022024901,0.9759476862256006,0.9247444377170921,0.9822993245506129,0.9944581730589995
10,BCRABL_500,1.057509102862735,0.9328089378783394,0.9728526651542303,1.3618206719282693,1.1415385183381555,1.207455830501882,1.0738429028629004,0.31520479167550514,1.0439337536208209,1.2418185830993915,1.1041848553358542
11,BCRABL_1147,0.8210385334367933,0.7278522585173606,0.6554739081790186,0.9326911020478159,0.9500483090814366,0.5884340412738249,0.6359921106594111,0.2610615303592495,0.9789324025483865,0.976883102430113,0.7911788802114817
12,BCRABL_690,1.0072900974947265,0.9398752934654346,0.9455503705748616,0.8234930221784891,0.9423173009474185,0.936030176469794,0.7630847004176287,0.7871359115618688,1.0331734252773532,1.0060374742340161,0.9851831664168247
13,BCRABL_1864,0.22400540588358928,0.23652676988681953,0.32363438468883887,14.067097254055431,1.1558886495493388,0.9705922553880232,1.1355457737801389,0.1780607735548074,0.9473514079828581,1.2735811293913983,0.9457460382605766
14,BCRABL_469,0.9645061629665665,0.9960700305719191,0.8454615432464595,0.5125377996171934,0.8629759334063586,0.7752430535366793,0.6710083866025455,0.40727806861037313,0.9527460896848302,0.8996441010107944,0.9373778962520505
15,BCRABL_576,0.8735339096579565,0.9255280293140334,0.8731981213316525,1.155731568874934,1.0847433410201033,0.9834942861383641,0.9674273074997828,0.2548729690114863,1.0377727239817298,1.1122261377819875,1.0827378275571937
16,BCRABL_575,1.0459808929250887,1.0163174926946839,1.0016665879235382,1.3310466527274754,1.083212762806878,1.0718652849178953,1.0623117732390244,1.283976455643469,1.1053584974364588,1.1302820873611512,1.0576188712258905
17,BCRABL_745,0.99601738413335,0.8741925894636398,0.948699514377706,1.5090580047240258,1.1569764969192229,0.9128221911479912,0.6989666930624475,0.2277157309996474,1.0252728484048932,1.0561410021033584,0.9919397754837174
18,BCRABL_359,0.887556654276391,0.989700261298528,0.8213639768637564,1.3930800910295742,0.9067335010243266,0.9904470476462428,0.9544266606128611,2.2518631786906034,0.9613661975688254,0.9622216100110661,0.8838731829561983
19,BCRABL_501,1.0419629622758728,0.9639843451893471,1.037567225606512,1.8485994038795188,1.011036261952326,0.9705425956633337,0.8880932272999652,1.092273317738598,1.1084165456805228,1.0793608858226644,1.0210773234345523
20,BCRABL_468,0.7129360834145965,0.7354996085366238,0.6817182915684038,0.6031644644716091,0.5970612579777969,0.5683616498373294,0.48200215128862445,0.39651936590551196,0.8041198939422446,0.9081922438971597,0.7989756011330083
21,BCRABL_339,0.8267812558071065,0.8804057729509274,0.781670297452714,0.7975530825766416,0.7734662430000184,0.921127818666294,0.7154076881563929,2.0289670310573715,0.811166326058413,0.820129317461578,0.7703977409281725
22,BCRABL_262,0.7996456395956016,0.8209043824703388,0.6703951018990093,1.5040115421918419,0.793307341804528,0.810791490129766,0.654415304596957,0.6487822308482473,0.8949742996093019,0.9342947600745574,0.8187881167721761
23,BCRABL_673,1.0900663294554056,1.084009916012213,1.0079869276886873,1.8839167038192755,1.2330839584025122,1.020193199636011,1.015830454268732,0.5013905109063703,1.005224739405642,0.9056325474617503,1.0491213204459555
