,sgName,ABL_Plasmid_1,ABL_Plasmid_2,K562_ABE_1,K562_ABE_2
1630,BCRABL_1962,4157,5616,2524,2419
1631,BCRABL_435,1782,2284,809,811
1632,BCRABL_1787,861,1198,478,488
1633,BCRABL_2998,2947,3898,1511,1342
1634,BCRABL_2423,6494,8705,3764,3352
1635,BCRABL_1409,2750,3749,1739,1559
1636,BCRABL_2443,4640,6021,2870,2414
1637,BCRABL_803,4156,5616,2710,2613
1638,BCRABL_2206,3503,4705,2371,2175
1639,BCRABL_1582,4775,6513,2398,2227
1640,BCRABL_1810,2654,3507,1581,1355
1641,BCRABL_491,4259,5767,2914,2845
1642,BCRABL_2032,2583,3347,1506,1326
1643,BCRABL_1247,4615,6130,2813,2804
1644,BCRABL_1765,1387,1846,759,776
1645,BCRABL_8,3056,3986,1949,1751
1646,BCRABL_1027,1497,1890,834,691
1647,BCRABL_1271,2813,3645,1608,1588
1648,BCRABL_2062,3720,5132,1292,1244
1649,BCRABL_539,3891,5334,2420,2067
1650,BCRABL_2656,8552,11466,5405,4915
1651,BCRABL_2228,1030,1486,507,619
1652,BCRABL_2065,978,1499,740,561
1653,BCRABL_944,713,993,526,505
1654,BCRABL_2622,2351,3064,1411,1389
1655,BCRABL_2860,5953,8080,3854,3688
1656,BCRABL_1848,6229,8333,3896,3652
1657,BCRABL_2142,115,185,98,103
1658,BCRABL_2897,2547,3507,1601,1370
1659,BCRABL_195,5470,7060,2108,1907
1660,BCRABL_664,8093,11003,4993,4467
1661,BCRABL_2576,6473,8976,4253,4436
1662,BCRABL_1892,1835,2350,1143,978
1663,BCRABL_1674,6869,9223,4778,4541
1664,BCRABL_1092,2299,3010,1460,1315
1665,BCRABL_2424,3285,4251,1690,1711
1666,BCRABL_1596,493,739,343,307
1667,BCRABL_876,5433,7178,5016,4773
1668,BCRABL_1082,1937,2720,1353,1211
1669,BCRABL_3096,227,286,127,63
1670,BCRABL_488,2281,3148,1355,1270
1671,BCRABL_2339,466,638,267,262
1672,BCRABL_1305,1136,1594,774,748
1673,BCRABL_1311,1199,1617,764,693
1674,BCRABL_2456,23548,31284,10666,9953
1675,BCRABL_1688,502,596,352,227
1676,BCRABL_662,7461,9983,3624,3418
1677,BCRABL_2497,324,465,220,228
1678,BCRABL_351,242,300,159,108
1679,BCRABL_39,1139,1515,671,566
1680,BCRABL_1226,1623,2156,1184,1050
1681,BCRABL_2815,318,413,152,159
1682,BCRABL_2794,1126,1448,771,723
1683,BCRABL_146,2408,3015,956,930
1684,BCRABL_1781,1789,2441,1028,872
1685,BCRABL_148,3176,4066,834,821
1686,BCRABL_41,2962,3899,1825,1562
1687,BCRABL_2513,686,885,405,311
1688,BCRABL_1088,2392,3117,1359,1287
1689,BCRABL_43,2896,3827,1242,1077
1690,BCRABL_2343,1490,2059,1062,1075
1691,BCRABL_585,4111,5350,2201,1907
1692,BCRABL_1671,1278,1769,961,920
1693,BCRABL_2923,2791,3699,1800,1537
1694,BCRABL_1601,2421,3291,1804,1501
1695,BCRABL_2495,7887,10920,5656,4949
1696,BCRABL_601,987,1268,553,607
1697,BCRABL_2676,729,917,554,503
1698,BCRABL_10,2260,2784,1336,1180
1699,BCRABL_2184,9502,12879,6085,6038
1700,BCRABL_2884,3016,3935,1939,1552
1701,BCRABL_1984,2497,3467,1172,1086
1702,BCRABL_2162,1770,2473,1246,1042
1703,BCRABL_58,2328,3047,1212,1125
1704,BCRABL_2458,527,706,247,225
1705,BCRABL_2186,1115,1420,829,667
1706,BCRABL_1040,1912,2617,1185,1049
1707,BCRABL_2441,3682,4832,1913,1756
1708,BCRABL_1814,4817,6519,3619,3087
1709,BCRABL_72,2863,3892,1135,1237
1710,BCRABL_2163,1953,2670,1176,1158
1711,BCRABL_2638,1296,1554,799,684
1712,BCRABL_1927,5777,7819,2913,2477
1713,BCRABL_1064,707,924,471,422
1714,BCRABL_2740,2900,3979,1604,1596
1715,BCRABL_213,1623,2126,919,716
1716,BCRABL_2333,2361,3160,1199,1218
1717,BCRABL_2161,2071,2772,1343,1090
1718,BCRABL_1707,4149,5763,2879,2845
1719,BCRABL_2760,648,999,457,443
1720,BCRABL_2430,4010,5356,2454,2437
1721,BCRABL_2091,2218,3220,1525,1332
1722,BCRABL_2266,288,389,157,156
1723,BCRABL_40,1558,2048,790,760
1724,BCRABL_2212,3413,4517,1947,1628
1725,BCRABL_2429,1008,1226,705,661
1726,BCRABL_1993,1868,2694,1353,1191
1727,BCRABL_3010,9499,12791,4912,4594
1728,BCRABL_2621,5919,7887,3514,3168
1729,BCRABL_1241,4745,6303,2903,2721
1730,BCRABL_1630,4525,6168,2891,2828
1731,BCRABL_1903,2019,2653,578,538
1732,BCRABL_196,6186,7744,2734,2418
1733,BCRABL_2238,1066,1458,662,654
1734,BCRABL_1773,2930,3716,2153,1788
1735,BCRABL_1407,7372,9889,3888,3901
1736,BCRABL_2037,1415,2076,963,981
1737,BCRABL_2924,7426,9888,5223,4730
1738,BCRABL_2680,3717,4915,1949,1732
1739,BCRABL_306,1172,1582,690,587
1740,BCRABL_583,9012,12133,5931,5891
1741,BCRABL_1464,1705,2355,1090,1027
1742,BCRABL_2577,455,569,267,262
1743,BCRABL_1388,472,636,360,226
1744,BCRABL_2726,1039,1353,421,502
1745,BCRABL_180,4062,5337,1885,1678
1746,BCRABL_3056,651,855,402,428
1747,BCRABL_113,4874,6311,2910,2382
1748,BCRABL_1078,1478,2043,1034,915
1749,BCRABL_3018,588,708,292,329
1750,BCRABL_1811,2590,3207,1275,1123
1751,BCRABL_1282,601,870,337,464
1752,BCRABL_77,2633,3445,538,514
1753,BCRABL_1635,6540,8611,2754,2739
1754,BCRABL_1973,2449,3236,1330,1130
1755,BCRABL_136,4511,5929,2214,2070
1756,BCRABL_1034,1074,1385,670,568
1757,BCRABL_2185,1016,1433,670,477
1758,BCRABL_3136,2481,3319,1256,1139
1759,BCRABL_2002,2311,3118,794,738
1760,BCRABL_2064,1658,2157,932,940
1761,BCRABL_1445,1151,1685,789,745
1762,BCRABL_2053,391,496,262,264
1763,BCRABL_1054,3828,5133,2021,1816
1764,BCRABL_2876,4835,6330,2377,2270
1765,BCRABL_1453,419,653,297,346
1766,BCRABL_1461,3639,4795,2473,1945
1767,BCRABL_2058,3133,4350,597,653
1768,BCRABL_918,756,1051,466,414
1769,BCRABL_597,4896,6621,2938,2749
1770,BCRABL_530,1017,1243,442,563
1771,BCRABL_141,547,671,195,190
1772,BCRABL_1953,3620,4983,2280,2112
1773,BCRABL_2829,835,1157,590,503
1774,BCRABL_3067,1898,2801,1184,1237
1775,BCRABL_3014,2619,3532,1475,1369
1776,BCRABL_2606,5939,8149,4009,3519
1777,BCRABL_1284,1652,2316,1019,974
1778,BCRABL_1788,272,324,227,176
1779,BCRABL_1677,2033,2672,1295,1157
1780,BCRABL_2971,2721,3869,1394,1355
1781,BCRABL_1260,2584,3419,1787,1594
1782,BCRABL_313,1469,1929,933,798
1783,BCRABL_661,3438,4588,1993,1940
1784,BCRABL_1347,5069,6715,1000,998
1785,BCRABL_2028,7741,10726,4527,4330
1786,BCRABL_481,428,584,197,210
1787,BCRABL_242,766,934,396,351
1788,BCRABL_1279,751,975,402,367
1789,BCRABL_2800,2559,3450,1481,1434
1790,BCRABL_3023,3092,4170,1649,1729
1791,BCRABL_2919,2508,3498,1551,1437
1792,BCRABL_3082,383,471,253,184
1793,BCRABL_3114,1522,2183,902,907
1794,BCRABL_782,5095,6895,3183,2963
1795,BCRABL_1870,784,1086,386,416
1796,BCRABL_1066,2513,3193,1542,1488
1797,BCRABL_3137,954,1275,546,528
1798,BCRABL_1467,1293,1708,838,968
1799,BCRABL_1281,2414,3376,1830,1613
1800,BCRABL_1580,1404,1886,774,732
1801,BCRABL_1548,2450,3300,2040,2014
1802,BCRABL_2088,1939,2569,1017,939
1803,BCRABL_1067,1331,1825,985,798
1804,BCRABL_2151,1563,2162,867,834
1805,BCRABL_1250,2546,3306,1549,1454
1806,BCRABL_2493,9171,12394,5470,5012
1807,BCRABL_2103,3199,4476,2008,1809
1808,BCRABL_1994,3081,4140,2508,2121
1809,BCRABL_2750,7752,10412,3810,3772
1810,BCRABL_1463,2082,2811,1656,1455
1811,BCRABL_2716,1251,1729,750,579
1812,BCRABL_31,755,1026,366,269
1813,BCRABL_963,7619,10395,4475,4091
1814,BCRABL_1366,841,1054,286,308
1815,BCRABL_1304,466,661,378,254
1816,BCRABL_2532,3520,4907,2260,2145
1817,BCRABL_1966,1906,2650,1058,976
1818,BCRABL_554,4510,5936,2382,2227
1819,BCRABL_239,1395,1992,893,806
1820,BCRABL_1597,1294,1703,887,852
1821,BCRABL_1133,6953,9418,4025,3653
1822,BCRABL_1706,1700,2363,1176,1101
1823,BCRABL_1249,6109,8552,3821,3491
1824,BCRABL_1025,8047,10721,4876,4529
1825,BCRABL_2415,2024,2617,1139,1157
1826,BCRABL_2743,2353,3114,1491,1191
1827,BCRABL_2232,7934,10471,4409,3917
1828,BCRABL_962,11298,15340,7243,6296
1829,BCRABL_381,272,345,195,153
1830,BCRABL_2158,2639,3571,1806,1688
1831,BCRABL_2483,15627,21018,6852,6575
1832,BCRABL_1243,2927,4024,2201,1835
1833,BCRABL_2725,463,591,219,202
1834,BCRABL_1322,12180,16626,6532,5967
1835,BCRABL_2356,6735,9250,4190,3611
1836,BCRABL_911,1803,2262,1244,986
1837,BCRABL_333,864,1093,409,424
1838,BCRABL_134,2617,3382,1365,1414
1839,BCRABL_1309,1753,2194,1256,971
1840,BCRABL_2744,970,1338,451,498
1841,BCRABL_1926,3488,4739,2095,2112
1842,BCRABL_1957,710,975,269,259
1843,BCRABL_1348,4354,5721,2770,2440
1844,BCRABL_2240,1428,1995,1045,1031
1845,BCRABL_176,2333,3047,993,866
1846,BCRABL_2485,4655,6223,2457,2347
1847,BCRABL_1979,2946,4100,1617,1478
1848,BCRABL_2140,348,474,209,155
1849,BCRABL_653,6977,9210,3997,3390
1850,BCRABL_255,4228,5350,2114,1969
1851,BCRABL_2313,763,977,442,449
1852,BCRABL_2056,3901,5165,2375,2177
1853,BCRABL_510,1144,1636,782,695
1854,BCRABL_2583,3159,4430,2178,1893
1855,BCRABL_1153,326,514,250,269
1856,BCRABL_304,604,883,350,347
1857,BCRABL_2840,2804,3873,1373,1187
1858,BCRABL_2548,740,1012,426,375
1859,BCRABL_1992,2183,2920,891,917
1860,BCRABL_549,197,296,172,111
1861,BCRABL_2157,1777,2457,1186,1021
1862,BCRABL_1065,2658,3491,1710,1751
1863,BCRABL_2059,4056,5392,2344,2456
1864,BCRABL_542,1395,1852,952,850
1865,BCRABL_1201,13988,18966,7019,6303
1866,BCRABL_2644,3317,4442,2084,1743
1867,BCRABL_2561,1452,2067,938,923
1868,BCRABL_1912,5473,7426,3614,3030
1869,BCRABL_900,530,702,274,273
1870,BCRABL_2708,1189,1516,875,724
1871,BCRABL_2835,8151,11248,4296,3902
1872,BCRABL_53,2967,4045,1348,1106
1873,BCRABL_1639,3012,3986,1629,1699
1874,BCRABL_1822,1778,2294,1502,1314
1875,BCRABL_1287,8658,11764,3480,3050
1876,BCRABL_2678,3096,4200,1890,1659
1877,BCRABL_541,7535,10280,4623,4199
1878,BCRABL_1289,6380,8804,2682,2618
1879,BCRABL_933,1846,2436,1369,1017
1880,BCRABL_3022,7874,10592,3714,3620
1881,BCRABL_2407,371,425,219,133
1882,BCRABL_1642,2232,3004,1156,923
1883,BCRABL_2751,1964,2480,1311,1248
1884,BCRABL_2434,1449,1910,911,757
1885,BCRABL_2200,2509,3213,1408,1323
1886,BCRABL_1457,1396,1803,886,847
1887,BCRABL_1995,1602,2130,1063,836
1888,BCRABL_861,2687,3814,1695,1665
1889,BCRABL_2731,581,723,446,345
1890,BCRABL_1569,169,168,114,94
1891,BCRABL_2237,2217,3093,1449,1372
1892,BCRABL_1386,622,896,320,324
1893,BCRABL_2643,1949,2667,1069,836
1894,BCRABL_2340,9276,12839,4727,4223
1895,BCRABL_2515,928,1278,669,701
1896,BCRABL_3081,317,377,219,170
1897,BCRABL_1641,4574,6423,3190,3166
1898,BCRABL_932,2349,3200,1895,1538
1899,BCRABL_1090,3187,4125,2088,1669
1900,BCRABL_893,2261,3043,1648,1395
1901,BCRABL_1369,8281,11252,5274,4793
1902,BCRABL_3120,6387,8517,3918,3647
1903,BCRABL_2311,990,1309,594,662
1904,BCRABL_1132,4913,6470,3762,3256
1905,BCRABL_2467,3254,4614,1913,1746
1906,BCRABL_1474,1880,2467,1276,957
1907,BCRABL_1602,2964,4076,2073,1711
1908,BCRABL_1026,1266,1864,1067,966
1909,BCRABL_774,1498,2101,924,724
1910,BCRABL_2079,1500,2003,1004,808
1911,BCRABL_2392,2006,2641,1144,1169
1912,BCRABL_1308,922,1300,696,777
1913,BCRABL_1507,1867,2466,1018,1135
1914,BCRABL_423,1262,1696,853,825
1915,BCRABL_605,3039,4086,1944,1646
1916,BCRABL_604,796,1131,631,530
1917,BCRABL_2397,452,721,331,246
1918,BCRABL_870,3243,4223,2301,2287
1919,BCRABL_1209,974,1359,627,634
1920,BCRABL_2562,1482,2082,1139,1009
1921,BCRABL_2038,2402,3160,1624,1518
1922,BCRABL_3135,1134,1469,720,584
1923,BCRABL_528,3249,4242,1014,875
1924,BCRABL_2530,1886,2501,1224,1072
1925,BCRABL_1958,876,1217,426,411
1926,BCRABL_2915,3591,5148,2794,2647
1927,BCRABL_59,540,744,304,326
1928,BCRABL_1303,655,804,433,432
1929,BCRABL_2723,392,542,238,195
1930,BCRABL_2011,1790,2246,562,607
1931,BCRABL_2659,4551,5789,2829,2600
1932,BCRABL_149,432,598,144,217
1933,BCRABL_38,207,332,141,110
1934,BCRABL_2706,6997,9493,3806,3424
1935,BCRABL_2145,565,720,399,302
1936,BCRABL_948,1315,1790,830,749
1937,BCRABL_1216,12212,16190,8083,7131
1938,BCRABL_2282,2645,3526,1602,1598
1939,BCRABL_159,1234,1542,586,469
1940,BCRABL_2922,2703,3646,1586,1719
1941,BCRABL_171,981,1335,298,270
1942,BCRABL_2761,916,1168,610,660
1943,BCRABL_1763,828,1080,355,335
1944,BCRABL_894,3156,4220,2056,1911
1945,BCRABL_1963,3867,5294,2699,2441
1946,BCRABL_2796,176,281,139,98
1947,BCRABL_378,9785,12686,5289,5022
1948,BCRABL_3059,1455,2020,963,947
1949,BCRABL_2482,8264,11391,5404,5000
1950,BCRABL_1472,3704,4673,1941,2021
1951,BCRABL_2224,2001,2654,1363,1289
1952,BCRABL_1337,5946,8208,3384,3269
1953,BCRABL_2695,1195,1510,633,696
1954,BCRABL_1204,8371,11121,4937,4744
1955,BCRABL_1570,353,469,222,272
1956,BCRABL_1041,8261,11229,4703,4566
1957,BCRABL_1873,2321,3292,606,526
1958,BCRABL_588,4674,6443,3000,3050
1959,BCRABL_519,868,1332,580,515
1960,BCRABL_1024,3913,5551,2623,2425
1961,BCRABL_2746,1750,2392,1004,1052
1962,BCRABL_2978,3221,4411,1782,1677
1963,BCRABL_2927,2241,2948,1397,1330
1964,BCRABL_479,2886,3880,1716,1476
1965,BCRABL_2976,3610,4893,1929,1716
1966,BCRABL_1256,2055,2864,1135,1156
1967,BCRABL_1842,756,1009,586,470
1968,BCRABL_2421,5016,6772,3266,3010
1969,BCRABL_2855,3340,4865,2675,2183
1970,BCRABL_103,699,829,365,249
1971,BCRABL_1217,638,895,346,208
1972,BCRABL_3090,1576,1940,841,744
1973,BCRABL_766,1884,2527,1125,977
1974,BCRABL_770,3322,4324,1809,1589
1975,BCRABL_204,3133,4028,1540,1299
1976,BCRABL_205,1500,2036,626,495
1977,BCRABL_1956,1813,2410,1170,1078
1978,BCRABL_2363,1338,1794,826,817
1979,BCRABL_1242,3227,4408,1852,1578
1980,BCRABL_3138,1643,2314,1259,917
1981,BCRABL_1858,5203,6879,2904,2652
1982,BCRABL_2112,1062,1440,545,541
1983,BCRABL_1113,6329,8658,4418,4079
1984,BCRABL_1471,964,1290,634,593
1985,BCRABL_2909,7285,10022,4730,4404
1986,BCRABL_2880,977,1295,557,377
1987,BCRABL_1935,1737,2303,1348,1281
1988,BCRABL_1483,4402,5851,2684,2465
1989,BCRABL_1454,807,1006,624,450
1990,BCRABL_1310,648,867,429,505
1991,BCRABL_1259,3960,5197,2432,2157
1992,BCRABL_1988,1863,2412,1045,837
1993,BCRABL_2605,2148,2990,1707,1568
1994,BCRABL_2682,334,552,279,171
1995,BCRABL_1549,225,277,117,109
1996,BCRABL_654,2351,3182,1526,1489
1997,BCRABL_2015,1295,1731,776,692
1998,BCRABL_1785,615,765,360,332
1999,BCRABL_2826,9256,12352,5323,5026
2000,BCRABL_2494,3396,4363,2042,2068
2001,BCRABL_2838,4896,6557,2846,2636
2002,BCRABL_388,2157,2837,1060,1162
2003,BCRABL_3061,811,1162,508,548
2004,BCRABL_1731,2178,2991,1544,1408
2005,BCRABL_2054,2586,3421,1655,1415
2006,BCRABL_2031,1349,1714,963,846
2007,BCRABL_1887,551,681,143,118
2008,BCRABL_2488,4022,5185,2234,2169
2009,BCRABL_3113,1790,2457,1114,1167
2010,BCRABL_1278,3585,4827,2009,1897
2011,BCRABL_880,3288,4447,1038,987
2012,BCRABL_2334,686,1006,394,322
2013,BCRABL_736,1378,2001,903,716
2014,BCRABL_2133,6880,9803,5025,4535
2015,BCRABL_2932,1495,1820,777,713
2016,BCRABL_2818,7790,10578,4394,4260
2017,BCRABL_458,2105,2716,1194,1129
2018,BCRABL_1425,7938,10819,5339,4830
2019,BCRABL_1452,1052,1368,721,565
2020,BCRABL_173,2173,2941,755,607
2021,BCRABL_2937,3788,5086,2331,2112
2022,BCRABL_1324,2054,2576,799,722
2023,BCRABL_2736,1238,1581,826,686
2024,BCRABL_925,3518,4839,2012,2015
2025,BCRABL_1251,890,1125,642,537
2026,BCRABL_1996,3359,4484,2292,2142
2027,BCRABL_1442,3587,4988,2702,2603
2028,BCRABL_1159,862,1059,426,452
2029,BCRABL_1859,3368,4413,1935,1694
2030,BCRABL_254,1296,1595,506,499
2031,BCRABL_405,1362,1829,784,788
2032,BCRABL_2797,140,175,73,24
2033,BCRABL_1084,1349,1667,898,942
2034,BCRABL_1559,704,892,525,457
2035,BCRABL_1239,2033,2802,1073,997
2036,BCRABL_1581,3966,5200,2210,1960
2037,BCRABL_2748,1673,2224,833,632
2038,BCRABL_1598,934,1330,693,688
2039,BCRABL_1676,4454,6029,2968,2686
2040,BCRABL_1969,1055,1452,690,669
2041,BCRABL_2107,9681,13144,7081,6445
2042,BCRABL_1965,5272,7118,3421,3005
2043,BCRABL_1578,3699,5151,2493,2361
2044,BCRABL_425,2325,3037,1146,1000
2045,BCRABL_2599,3838,5403,2392,2306
2046,BCRABL_2872,4165,5532,2348,2076
2047,BCRABL_906,2262,3026,1122,1086
2048,BCRABL_529,2174,2860,1268,1154
2049,BCRABL_1212,594,737,358,314
2050,BCRABL_610,2978,4103,1942,1937
2051,BCRABL_1790,1056,1367,682,598
2052,BCRABL_1886,3207,4223,1868,1639
2053,BCRABL_1291,975,1398,497,360
2054,BCRABL_1821,610,825,449,429
2055,BCRABL_618,3589,4875,1466,1352
2056,BCRABL_3026,2399,3322,1293,1047
2057,BCRABL_1188,776,1001,376,365
2058,BCRABL_231,1338,1792,900,717
2059,BCRABL_2541,2169,3096,1253,1205
2060,BCRABL_1974,1117,1525,539,443
2061,BCRABL_595,1628,2241,1179,971
2062,BCRABL_1911,9877,13119,6083,5820
2063,BCRABL_1023,2708,3874,1602,1441
2064,BCRABL_1490,3115,4332,1940,1937
2065,BCRABL_3058,1334,1873,447,501
2066,BCRABL_24,1139,1467,696,553
2067,BCRABL_1438,270,348,257,189
2068,BCRABL_2109,1552,2142,1036,938
2069,BCRABL_1261,5212,7078,2921,2783
2070,BCRABL_426,1666,2400,1111,1030
2071,BCRABL_2623,4914,6685,2948,2780
2072,BCRABL_2824,210,263,109,126
2073,BCRABL_157,2199,2660,882,773
2074,BCRABL_2901,2641,3571,1458,1168
2075,BCRABL_548,551,764,347,370
2076,BCRABL_1791,1263,1752,786,782
2077,BCRABL_2918,1630,2278,1105,1051
2078,BCRABL_1989,2403,3288,1080,957
2079,BCRABL_1424,2723,3595,1944,1762
2080,BCRABL_2303,2549,3238,1289,1381
2081,BCRABL_1607,5023,6934,2590,2254
2082,BCRABL_625,7114,8988,4138,3777
2083,BCRABL_2683,1210,1534,861,820
2084,BCRABL_1155,12892,17383,7945,7871
2085,BCRABL_2358,561,688,361,387
2086,BCRABL_71,1081,1443,537,629
2087,BCRABL_73,1891,2572,847,818
2088,BCRABL_1975,1449,1787,281,257
2089,BCRABL_1967,6676,9047,3931,3585
2090,BCRABL_352,347,442,219,208
2091,BCRABL_1165,2241,3092,1548,1216
2092,BCRABL_1280,1335,1817,794,832
2093,BCRABL_2141,156,196,70,84
2094,BCRABL_2209,4072,5753,2676,2469
2095,BCRABL_2131,2867,3981,1953,1599
2096,BCRABL_2361,1358,1848,938,805
2097,BCRABL_1370,1428,1968,761,785
2098,BCRABL_1985,2641,3363,1680,1548
2099,BCRABL_2881,736,985,352,280
2100,BCRABL_60,721,957,465,327
2101,BCRABL_2714,1033,1415,711,632
2102,BCRABL_2077,1448,1842,813,783
2103,BCRABL_1283,1681,2287,1095,1065
2104,BCRABL_2921,5043,6905,2992,3048
2105,BCRABL_2427,1352,1898,862,834
2106,BCRABL_1746,3196,4222,2182,1841
2107,BCRABL_2478,13641,18372,5185,5077
2108,BCRABL_1240,2508,3424,1253,1161
2109,BCRABL_2013,4078,5684,2396,2067
2110,BCRABL_1288,2331,3134,1309,1243
2111,BCRABL_1058,2553,3171,1736,1545
2112,BCRABL_2101,6549,8982,4536,4288
2113,BCRABL_9,4854,6238,3064,2854
2114,BCRABL_2016,1408,1829,850,857
2115,BCRABL_1952,4191,5684,2668,2433
2116,BCRABL_2715,339,436,283,228
2117,BCRABL_1520,1621,2237,1041,819
2118,BCRABL_2711,716,884,358,296
2119,BCRABL_153,1241,1587,299,343
2120,BCRABL_2018,2712,3822,2238,1895
2121,BCRABL_1456,463,644,353,275
2122,BCRABL_1091,1469,2003,1051,859
2123,BCRABL_1631,6500,8613,3117,3104
2124,BCRABL_2422,6177,8402,4115,3716
2125,BCRABL_2737,1944,2613,1183,1062
2126,BCRABL_2684,2700,3620,1549,1495
2127,BCRABL_1648,7664,10678,4431,4252
2128,BCRABL_2604,3282,4513,2069,1988
2129,BCRABL_1775,1475,1982,1242,1138
2130,BCRABL_1888,1893,2514,1238,1067
2131,BCRABL_2940,1202,1526,631,677
2132,BCRABL_1130,4453,5866,3105,2688
2133,BCRABL_2862,265,367,150,160
2134,BCRABL_2610,1520,1912,893,881
2135,BCRABL_2972,2132,2865,1262,1063
2136,BCRABL_1230,255,377,240,179
2137,BCRABL_2297,3003,3880,1329,1382
2138,BCRABL_2619,677,881,352,326
2139,BCRABL_1538,6252,8483,3692,3622
2140,BCRABL_243,1955,2579,1170,1134
2141,BCRABL_2930,1340,1724,958,936
2142,BCRABL_2608,5667,7541,3390,3253
2143,BCRABL_2719,761,1005,420,341
2144,BCRABL_250,1870,2402,991,907
2145,BCRABL_2396,922,1149,558,466
2146,BCRABL_1534,4563,6093,2535,2452
2147,BCRABL_3013,2069,2840,1270,1152
2148,BCRABL_2428,1027,1458,688,689
2149,BCRABL_2697,774,1014,567,471
2150,BCRABL_2928,4019,5287,2351,2279
2151,BCRABL_1772,1279,1749,1097,789
2152,BCRABL_820,3167,4331,1486,1347
2153,BCRABL_2801,1963,2793,1264,1161
2154,BCRABL_1246,2922,4260,1868,1940
2155,BCRABL_1541,201,249,180,191
2156,BCRABL_552,1767,2459,1086,864
2157,BCRABL_1604,7592,10101,4391,4071
2158,BCRABL_829,3708,4759,2216,1888
2159,BCRABL_1200,1231,1652,676,785
2160,BCRABL_2913,822,1097,469,527
2161,BCRABL_11,1282,1606,737,622
2162,BCRABL_1779,1466,1896,861,863
2163,BCRABL_2474,379,533,202,177
2164,BCRABL_1032,2652,3620,1787,1611
2165,BCRABL_1285,164,241,131,67
2166,BCRABL_398,1508,2063,630,661
2167,BCRABL_2086,7147,9628,3472,3197
2168,BCRABL_1495,826,1148,476,514
2169,BCRABL_1326,2635,3454,1572,1443
2170,BCRABL_1063,2585,3377,1796,1522
2171,BCRABL_1135,11252,15078,6157,5115
2172,BCRABL_2120,2122,2793,1459,1223
2173,BCRABL_1983,2023,2600,1214,1083
2174,BCRABL_781,5739,7965,3637,3400
2175,BCRABL_1427,4455,6070,2678,2840
2176,BCRABL_590,2657,3765,1584,1582
2177,BCRABL_2213,3110,4065,1947,1893
2178,BCRABL_2902,2126,2721,1113,1005
2179,BCRABL_2394,278,335,128,182
2180,BCRABL_2364,955,1275,602,521
2181,BCRABL_2465,1056,1390,584,475
2182,BCRABL_1410,2788,3713,1973,1763
2183,BCRABL_3115,1451,1958,797,725
2184,BCRABL_1207,3312,4401,2373,1812
2185,BCRABL_2078,1080,1443,526,583
2186,BCRABL_2304,5100,7020,2761,2672
2187,BCRABL_308,659,921,357,415
2188,BCRABL_3089,981,1320,597,520
2189,BCRABL_1061,336,540,246,170
2190,BCRABL_1455,695,904,400,530
2191,BCRABL_2655,1500,1853,717,782
2192,BCRABL_211,660,880,466,300
2193,BCRABL_1593,9498,13325,5653,5346
2194,BCRABL_1959,813,1169,449,422
2195,BCRABL_2418,3070,4222,2139,1614
2196,BCRABL_2878,2695,3392,1306,1082
2197,BCRABL_526,3607,4692,1878,1661
2198,BCRABL_2444,2801,3590,1618,1458
2199,BCRABL_2223,18060,24733,9675,9017
2200,BCRABL_2534,1764,2487,1282,1291
2201,BCRABL_2828,1576,2119,1040,941
2202,BCRABL_2603,1244,1602,867,798
2203,BCRABL_879,5527,7333,1217,1016
2204,BCRABL_2486,420,468,226,222
2205,BCRABL_1307,1028,1320,817,786
2206,BCRABL_1313,1552,2076,1053,944
2207,BCRABL_2417,2861,3798,1628,1446
2208,BCRABL_1840,7390,10347,3721,3532
2209,BCRABL_550,343,486,234,186
2210,BCRABL_2327,5138,6930,3036,2810
2211,BCRABL_1443,2553,3451,1732,1548
2212,BCRABL_2123,1954,2545,1275,1139
2213,BCRABL_1939,5366,7310,3650,3459
2214,BCRABL_2431,1516,2067,1017,852
2215,BCRABL_1473,513,775,424,301
2216,BCRABL_2933,3162,4028,1816,1558
2217,BCRABL_1108,9935,13687,5962,6109
2218,BCRABL_1640,3407,4540,2159,1822
2219,BCRABL_2948,1069,1475,755,637
2220,BCRABL_3033,5622,7163,3071,2600
2221,BCRABL_1107,1663,2378,976,937
2222,BCRABL_1606,1301,1766,1054,970
2223,BCRABL_1771,4941,6736,2693,2421
2224,BCRABL_2916,800,1109,665,468
2225,BCRABL_2620,2780,3762,1461,1435
2226,BCRABL_1218,713,947,430,461
2227,BCRABL_3030,6864,9274,2666,2491
2228,BCRABL_2861,2624,3548,1326,1206
2229,BCRABL_1245,2663,3724,1965,1775
2230,BCRABL_251,1575,2084,718,680
2231,BCRABL_2477,6841,9404,2434,2289
2232,BCRABL_2704,9551,12681,5537,4685
2233,BCRABL_584,4583,6250,2858,2952
2234,BCRABL_2871,1440,1915,542,627
2235,BCRABL_235,457,630,197,256
2236,BCRABL_2629,1113,1539,758,627
2237,BCRABL_2466,2826,3772,1829,1602
2238,BCRABL_2033,2338,3093,1257,1277
2239,BCRABL_764,1993,2595,1017,915
2240,BCRABL_2929,2049,2924,1397,1308
2241,BCRABL_1111,625,875,308,357
2242,BCRABL_2490,709,871,460,489
2243,BCRABL_2329,1951,2699,1120,1083
2244,BCRABL_1465,2871,4025,1859,1812
2245,BCRABL_2975,615,950,428,406
2246,BCRABL_3060,1777,2233,1182,1093
2247,BCRABL_1595,5852,7748,3238,2916
