,sgName,ABL_Plasmid_1,ABL_Plasmid_2,K562_ABE_1,K562_ABE_2
366,BCRABL_430,7203,9618,3540,3407
367,BCRABL_1013,6261,8354,3906,3452
368,BCRABL_267,1871,2650,1023,1018
369,BCRABL_724,1252,1638,693,747
370,BCRABL_1796,1081,1447,462,443
371,BCRABL_651,5491,7336,2522,2446
372,BCRABL_51,1080,1441,543,481
373,BCRABL_639,484,704,220,336
374,BCRABL_344,5189,6846,2775,2312
375,BCRABL_1718,1331,1627,805,689
376,BCRABL_29,456,598,233,220
377,BCRABL_2859,634,813,344,418
378,BCRABL_689,3491,4599,1945,1783
379,BCRABL_396,1041,1331,447,467
380,BCRABL_1374,4950,6988,1935,1717
381,BCRABL_1666,5611,7850,3408,3057
382,BCRABL_649,2440,3276,1333,1086
383,BCRABL_1190,3214,4064,1608,1416
384,BCRABL_3095,2183,2894,1239,1055
385,BCRABL_568,503,685,380,271
386,BCRABL_319,1277,1689,541,583
387,BCRABL_361,1219,1587,652,714
388,BCRABL_2833,5644,7394,2785,2702
389,BCRABL_1420,2499,3287,1579,1590
390,BCRABL_300,12853,16641,9058,8464
391,BCRABL_1867,1795,2420,990,1065
392,BCRABL_1865,910,1306,297,277
393,BCRABL_1010,546,729,318,236
394,BCRABL_1554,1621,2223,1327,1097
395,BCRABL_392,4540,5666,2362,2190
396,BCRABL_1691,1911,2547,798,625
397,BCRABL_261,471,573,218,196
398,BCRABL_291,4590,5980,1872,1831
399,BCRABL_2047,895,1174,562,451
400,BCRABL_677,2078,2764,1299,1334
401,BCRABL_670,4025,5234,2492,2044
402,BCRABL_2024,1388,1844,776,657
403,BCRABL_3140,5715,7610,3238,2937
404,BCRABL_2349,9832,13122,5459,4790
405,BCRABL_836,3751,5051,2608,2408
406,BCRABL_266,1348,1707,597,586
407,BCRABL_273,1026,1350,525,677
408,BCRABL_2247,444,641,355,312
409,BCRABL_753,4742,6336,2890,2597
410,BCRABL_869,2096,2802,1274,1070
411,BCRABL_2345,1109,1428,832,750
412,BCRABL_1415,2793,3887,1562,1560
413,BCRABL_3147,25,18,6,5
414,BCRABL_1768,1400,1991,587,585
415,BCRABL_259,1600,2030,729,610
416,BCRABL_2892,1354,1916,778,796
417,BCRABL_1140,5172,7033,2956,2880
418,BCRABL_1356,1691,2206,679,781
419,BCRABL_791,2054,2676,1346,1150
420,BCRABL_2071,3219,4373,1567,1332
421,BCRABL_2269,3843,5230,1885,1905
422,BCRABL_2073,5339,7197,2420,2483
423,BCRABL_54,1415,1884,634,652
424,BCRABL_2072,2483,3255,1402,1188
425,BCRABL_403,1712,2264,941,748
426,BCRABL_644,8398,11217,4353,3897
427,BCRABL_1138,4821,6487,2886,2860
428,BCRABL_1275,3401,4598,1933,1845
429,BCRABL_88,1712,2246,837,813
430,BCRABL_2030,3172,4120,1733,1731
431,BCRABL_1428,1260,1681,750,733
432,BCRABL_777,482,595,263,173
433,BCRABL_978,5544,7375,3439,3294
434,BCRABL_2069,2073,2645,946,853
435,BCRABL_710,4051,5377,2076,1999
436,BCRABL_705,1771,2397,1103,955
437,BCRABL_438,1197,1505,554,509
438,BCRABL_1919,7150,9719,4596,4183
439,BCRABL_1357,770,958,469,425
440,BCRABL_1435,1029,1429,769,700
441,BCRABL_156,1441,1870,426,388
442,BCRABL_187,937,1243,255,242
443,BCRABL_1948,2293,3241,1443,1376
444,BCRABL_950,2107,2875,1531,1539
445,BCRABL_919,1563,2065,837,813
446,BCRABL_46,3572,4853,1831,1651
447,BCRABL_913,3787,4807,2301,2152
448,BCRABL_1263,2857,3682,1486,1336
449,BCRABL_1759,9135,12275,5156,4853
450,BCRABL_688,6058,7928,2940,2683
451,BCRABL_1709,2842,3826,2103,1741
452,BCRABL_1077,6391,8472,3495,3203
453,BCRABL_508,1157,1561,709,708
454,BCRABL_2267,1330,1690,660,659
455,BCRABL_443,627,794,363,304
456,BCRABL_166,542,662,199,186
457,BCRABL_276,995,1170,570,402
458,BCRABL_1710,3937,5326,3082,2895
459,BCRABL_1003,2325,3296,1538,1278
460,BCRABL_2989,1982,2577,1092,953
461,BCRABL_165,754,1038,333,333
462,BCRABL_413,1041,1411,547,559
463,BCRABL_64,3276,4287,1792,1809
464,BCRABL_659,3298,4464,2181,1902
465,BCRABL_1658,1369,1782,870,883
466,BCRABL_1421,1745,2487,1087,898
467,BCRABL_1902,1464,1843,491,355
468,BCRABL_192,2587,3273,1068,971
469,BCRABL_283,3152,4095,1368,1297
470,BCRABL_477,3914,5165,2021,1841
471,BCRABL_825,15176,20526,9304,8567
472,BCRABL_1418,6429,8408,3609,3333
473,BCRABL_84,4432,5830,2582,2435
474,BCRABL_1655,1193,1609,661,532
475,BCRABL_348,1269,1604,621,635
476,BCRABL_89,2075,2612,638,712
477,BCRABL_78,3913,5166,2545,2309
478,BCRABL_362,8018,10718,4849,4463
479,BCRABL_281,81,117,56,11
480,BCRABL_44,2423,3281,1070,946
481,BCRABL_2471,2133,2747,1200,1104
482,BCRABL_740,7219,9928,4440,4032
483,BCRABL_2469,1001,1195,531,517
484,BCRABL_2509,2566,3518,1585,1420
485,BCRABL_318,2558,3176,1242,932
486,BCRABL_1661,834,1190,581,535
487,BCRABL_345,1812,2324,1126,1003
488,BCRABL_637,1922,2602,981,891
489,BCRABL_393,696,940,407,328
490,BCRABL_1364,2002,2603,402,286
491,BCRABL_3151,2828,3852,1298,1320
492,BCRABL_2635,3849,4901,2060,1813
493,BCRABL_2634,1721,2247,688,649
494,BCRABL_302,1320,1783,756,683
495,BCRABL_1682,5885,8294,3727,3374
496,BCRABL_79,3225,4370,2017,1709
497,BCRABL_415,8658,11514,5126,4551
498,BCRABL_1879,1384,1793,933,967
499,BCRABL_1764,9019,12217,4963,4634
500,BCRABL_711,1448,2001,929,701
501,BCRABL_406,7615,10500,5061,4769
502,BCRABL_875,1283,1744,352,304
503,BCRABL_279,379,493,182,210
504,BCRABL_939,308,355,179,178
505,BCRABL_1376,2156,2769,1349,1164
506,BCRABL_3055,3236,4419,1075,894
507,BCRABL_2965,1769,2376,780,851
508,BCRABL_2453,229,252,142,85
509,BCRABL_837,826,1110,605,517
510,BCRABL_268,2213,2949,1375,1117
511,BCRABL_37,950,1291,543,464
512,BCRABL_1611,5662,7693,2385,2245
513,BCRABL_2633,2859,3757,1800,1487
514,BCRABL_2522,2202,2964,1507,1388
515,BCRABL_484,1066,1359,694,497
516,BCRABL_401,6530,8808,3508,3188
517,BCRABL_936,1423,1825,852,806
518,BCRABL_1052,2181,2930,1814,1614
519,BCRABL_1429,3932,5260,2178,1664
520,BCRABL_692,635,891,314,341
521,BCRABL_998,1810,2417,1347,1254
522,BCRABL_1650,3186,4281,2098,1809
523,BCRABL_1770,6101,8031,3105,2832
524,BCRABL_1656,1867,2456,1260,1103
525,BCRABL_3041,1708,2361,831,750
526,BCRABL_2961,658,886,357,379
527,BCRABL_920,254,361,228,183
528,BCRABL_1197,10352,14044,4522,4455
529,BCRABL_699,1935,2396,960,978
530,BCRABL_3043,3279,4308,1687,1374
531,BCRABL_3084,1060,1412,743,709
532,BCRABL_2244,1877,2631,1138,1207
533,BCRABL_390,1818,2203,890,882
534,BCRABL_258,854,1137,372,377
535,BCRABL_2956,687,1080,477,548
536,BCRABL_567,3359,4314,1914,1734
537,BCRABL_681,257,271,80,94
538,BCRABL_560,493,650,300,335
539,BCRABL_1741,1857,2537,1205,1222
540,BCRABL_565,460,657,342,290
541,BCRABL_650,2127,2786,899,958
542,BCRABL_697,5794,7656,3051,3014
543,BCRABL_465,7593,10084,4474,3996
544,BCRABL_1685,473,660,330,263
545,BCRABL_1505,1687,2364,1194,1067
546,BCRABL_1687,167,262,77,51
547,BCRABL_2288,2351,3049,1702,1244
548,BCRABL_1431,1650,2145,832,802
549,BCRABL_1005,1428,1857,775,875
550,BCRABL_1195,11736,15980,6180,5548
551,BCRABL_2046,4610,6193,2951,2885
552,BCRABL_111,7066,9690,3971,3516
553,BCRABL_945,2623,3754,1848,1879
554,BCRABL_2138,3526,4969,2207,1972
555,BCRABL_2888,4929,6668,2449,2016
556,BCRABL_278,300,389,162,160
557,BCRABL_731,2922,3791,1586,1427
558,BCRABL_2446,9445,12665,5590,5067
559,BCRABL_2953,1115,1493,618,685
560,BCRABL_1845,2261,3044,1304,1262
561,BCRABL_1893,1687,2144,791,778
562,BCRABL_1416,7302,10144,4312,3631
563,BCRABL_1377,3290,4356,1792,1644
564,BCRABL_2508,1588,2035,1004,840
565,BCRABL_7,3275,4425,2097,2002
566,BCRABL_2990,5297,6784,2996,2763
567,BCRABL_442,2262,2791,1399,1186
568,BCRABL_2068,1344,1891,336,346
569,BCRABL_957,5031,6592,2259,2279
570,BCRABL_1423,2009,2595,998,824
571,BCRABL_2517,904,1138,391,416
572,BCRABL_227,766,1064,552,390
573,BCRABL_748,1033,1355,601,522
574,BCRABL_1876,4983,7011,3199,2722
575,BCRABL_2952,2466,3308,1876,1698
576,BCRABL_1355,1509,1954,734,677
577,BCRABL_1430,3663,4906,2116,1878
578,BCRABL_475,2084,2870,1520,1341
579,BCRABL_1735,10963,13846,5357,4840
580,BCRABL_3091,8517,11024,3719,3830
581,BCRABL_2982,1349,1769,681,692
582,BCRABL_1591,5017,6592,3510,3015
583,BCRABL_282,599,848,354,310
584,BCRABL_3108,1857,2409,1001,998
585,BCRABL_1479,2229,3143,1401,1265
586,BCRABL_559,1867,2470,1445,1320
587,BCRABL_778,676,923,380,275
588,BCRABL_2529,2936,4097,1756,1693
589,BCRABL_1869,3058,4115,1853,1526
590,BCRABL_19,3273,4295,1832,1558
591,BCRABL_1940,6042,8088,3590,3176
592,BCRABL_3008,3163,4002,1465,1470
593,BCRABL_1694,2831,3901,1927,1684
594,BCRABL_1585,9254,12469,5431,5235
595,BCRABL_2253,1516,2071,904,831
596,BCRABL_2271,2243,2919,1325,1005
597,BCRABL_1266,3761,5233,2362,2174
598,BCRABL_61,2693,3491,1554,1344
599,BCRABL_823,6171,8385,3573,3178
600,BCRABL_1733,2873,3960,1494,1402
601,BCRABL_1228,922,1137,683,667
602,BCRABL_2022,1568,2075,690,614
603,BCRABL_325,967,1331,570,636
604,BCRABL_557,5421,7379,3267,2829
605,BCRABL_52,636,927,301,233
606,BCRABL_174,1876,2538,920,892
607,BCRABL_2566,445,674,270,217
608,BCRABL_1863,422,553,304,251
609,BCRABL_1422,2115,2853,1140,1321
610,BCRABL_285,4486,5994,2171,1972
611,BCRABL_756,1170,1551,667,559
612,BCRABL_85,2260,3150,1383,1206
613,BCRABL_2410,822,959,437,432
614,BCRABL_1478,2737,3666,1638,1481
615,BCRABL_1071,1895,2597,1281,1280
616,BCRABL_2834,5164,7042,3526,2931
617,BCRABL_17,1192,1610,846,709
618,BCRABL_1223,8963,11642,3921,3780
619,BCRABL_269,1137,1575,585,484
620,BCRABL_6,1029,1417,696,754
621,BCRABL_793,9912,13387,6281,5631
622,BCRABL_2324,864,1184,495,451
623,BCRABL_87,1822,2232,798,653
624,BCRABL_1150,4566,6261,2555,2079
625,BCRABL_163,1212,1631,489,450
626,BCRABL_1236,3915,5234,2190,2034
627,BCRABL_1700,5160,6644,1931,1912
628,BCRABL_21,414,633,223,148
629,BCRABL_3039,3145,4232,1936,1588
630,BCRABL_1533,5694,7400,3030,2707
631,BCRABL_1448,2927,3994,1763,1637
632,BCRABL_1193,1679,2215,1075,1016
633,BCRABL_2254,3034,4121,2109,2076
634,BCRABL_408,6074,8225,3707,3292
635,BCRABL_1703,2050,2902,1221,1115
636,BCRABL_2255,1652,2237,1163,1087
637,BCRABL_867,2937,3982,1836,1560
638,BCRABL_1683,12084,16741,6593,6371
639,BCRABL_1481,9168,12223,4865,4454
640,BCRABL_2433,3548,4829,2056,1778
641,BCRABL_1235,3246,4382,2111,1644
642,BCRABL_1584,3645,4783,1613,1459
643,BCRABL_1667,807,1037,520,403
644,BCRABL_942,8365,11329,4998,4613
645,BCRABL_1652,3007,3896,1635,1505
646,BCRABL_717,3976,5174,2040,1855
647,BCRABL_356,551,800,301,312
648,BCRABL_2026,4329,6018,2623,2400
649,BCRABL_2951,3731,5238,2151,2049
650,BCRABL_1696,4979,6681,2639,2521
651,BCRABL_826,4953,6733,2541,2645
652,BCRABL_229,1517,1945,921,853
653,BCRABL_1653,4241,5771,2540,2320
654,BCRABL_2092,1604,2080,682,738
655,BCRABL_2728,6857,9224,3621,3302
656,BCRABL_2729,1912,2635,980,869
657,BCRABL_277,388,503,204,193
658,BCRABL_1436,842,1114,485,516
659,BCRABL_3122,4911,6618,3737,3525
660,BCRABL_170,4310,5381,1692,1539
661,BCRABL_1623,4812,6227,2889,2566
662,BCRABL_451,5439,7575,2947,2705
663,BCRABL_2027,7016,9029,4160,3676
664,BCRABL_217,667,851,315,317
665,BCRABL_2887,2916,3884,1444,1328
666,BCRABL_2227,2367,3233,1235,1277
667,BCRABL_695,3336,4300,1332,1214
668,BCRABL_2263,15393,20608,8675,8596
669,BCRABL_2938,3291,4509,2218,1905
670,BCRABL_704,1230,1621,678,615
671,BCRABL_749,1192,1543,693,713
672,BCRABL_1590,2059,2902,1473,1159
673,BCRABL_2564,4177,5571,2283,2089
674,BCRABL_32,3131,4200,2051,1756
675,BCRABL_1191,3018,3978,1586,1402
676,BCRABL_922,12365,16255,5705,5350
677,BCRABL_1482,3284,4639,1857,1916
678,BCRABL_2402,2089,2790,1297,1101
679,BCRABL_460,4070,5421,2645,2635
680,BCRABL_2863,675,839,396,411
681,BCRABL_1447,1301,1742,822,861
682,BCRABL_185,1686,2222,497,415
683,BCRABL_1139,2836,3852,1938,1699
684,BCRABL_563,913,1269,620,579
685,BCRABL_871,2179,2951,1502,1256
686,BCRABL_2439,3566,4772,1898,1594
687,BCRABL_167,637,830,236,246
688,BCRABL_1510,2607,3547,1525,1428
689,BCRABL_2098,4712,6252,3038,2660
690,BCRABL_669,5044,7023,2122,1837
691,BCRABL_2286,902,1176,454,452
692,BCRABL_2097,2040,2592,1087,882
693,BCRABL_3086,3485,4637,2119,1829
694,BCRABL_1076,4607,6157,3606,3307
695,BCRABL_2569,7694,10423,4941,4376
696,BCRABL_2205,1188,1591,796,718
697,BCRABL_1878,2173,3092,1493,1371
698,BCRABL_1626,4494,6137,2365,2319
699,BCRABL_1055,1454,1909,1076,1065
700,BCRABL_420,3100,3867,1610,1657
701,BCRABL_1262,1695,2127,938,859
702,BCRABL_840,1491,2034,1027,1103
703,BCRABL_1699,6105,8032,3579,3506
704,BCRABL_2831,4547,6118,2554,2422
705,BCRABL_2135,1202,1491,650,605
706,BCRABL_2243,1448,1924,1032,938
707,BCRABL_27,3443,4424,1678,1565
708,BCRABL_2226,2540,3561,1590,1515
709,BCRABL_2526,2092,2895,1499,1396
710,BCRABL_432,1582,2106,762,629
711,BCRABL_787,3506,4651,2377,2120
712,BCRABL_3092,5114,6946,3122,2501
713,BCRABL_2963,478,593,259,296
714,BCRABL_1378,2337,3116,1119,1029
715,BCRABL_2066,4337,5839,2533,2226
716,BCRABL_2895,1904,2588,1068,1044
717,BCRABL_1698,10494,14178,6715,6421
718,BCRABL_2284,7447,10258,4468,4302
719,BCRABL_2981,6819,8584,3468,3088
720,BCRABL_57,832,1113,488,421
721,BCRABL_2524,2104,2922,1613,1538
722,BCRABL_109,5043,6766,2875,2588
723,BCRABL_383,604,735,271,341
724,BCRABL_2870,4100,5308,2197,2029
725,BCRABL_1079,1604,2060,711,701
726,BCRABL_1551,409,625,280,220
727,BCRABL_2154,2201,3024,1154,1182
728,BCRABL_1513,3488,4651,1224,1377
729,BCRABL_1947,4377,6002,2843,2754
730,BCRABL_638,347,412,164,159
731,BCRABL_629,14797,20252,8272,7469
732,BCRABL_1480,804,1026,329,324
733,BCRABL_3123,1172,1573,890,860
734,BCRABL_2539,2572,3550,1630,1477
735,BCRABL_1692,2448,3152,1286,1216
736,BCRABL_1196,838,1153,404,385
737,BCRABL_1702,1148,1602,684,633
738,BCRABL_2044,9102,12577,5561,5046
739,BCRABL_1432,2384,3204,1456,1047
740,BCRABL_1726,3815,5109,1992,1827
741,BCRABL_1797,2233,2860,1313,1043
742,BCRABL_1760,737,935,499,515
743,BCRABL_2180,4575,6154,2578,2172
744,BCRABL_961,10323,14152,6965,5879
745,BCRABL_872,4224,6162,2894,2627
746,BCRABL_675,1169,1484,591,437
747,BCRABL_694,1847,2432,1111,1020
748,BCRABL_2399,2591,3364,1799,1582
749,BCRABL_3094,587,713,251,281
750,BCRABL_431,2426,3255,1243,1186
751,BCRABL_776,469,618,256,170
752,BCRABL_615,3454,4432,1632,1677
753,BCRABL_660,1779,2356,906,974
754,BCRABL_2473,2354,3043,1314,1217
755,BCRABL_25,503,672,201,256
756,BCRABL_976,8048,10363,4671,4404
757,BCRABL_100,2754,3924,1503,1515
758,BCRABL_347,5185,6684,2930,2902
759,BCRABL_326,410,531,285,223
760,BCRABL_2830,4161,5417,2903,2860
761,BCRABL_2023,2945,3947,1717,1690
762,BCRABL_1868,906,1293,386,357
763,BCRABL_1379,3539,4672,1241,1034
764,BCRABL_2660,684,978,411,344
765,BCRABL_427,6685,9069,3602,3385
766,BCRABL_161,755,1056,362,306
767,BCRABL_2317,1950,2677,1119,1041
768,BCRABL_184,410,504,134,121
769,BCRABL_938,448,541,290,246
770,BCRABL_35,4064,5697,1552,1406
771,BCRABL_2043,4323,6070,2496,2433
772,BCRABL_1701,1749,2441,1044,877
773,BCRABL_2137,2590,3638,1597,1564
774,BCRABL_3146,171,206,113,67
775,BCRABL_86,2087,2676,190,228
776,BCRABL_1681,11561,15786,6868,6459
777,BCRABL_1117,4850,6835,2961,2648
778,BCRABL_1586,4138,5437,1801,1724
779,BCRABL_3071,431,631,365,300
780,BCRABL_1222,400,505,208,152
781,BCRABL_127,914,1330,515,440
782,BCRABL_981,1186,1516,665,728
783,BCRABL_581,5269,7051,3290,3117
784,BCRABL_951,5100,6838,3053,2682
785,BCRABL_1628,3578,4782,1360,1286
786,BCRABL_2242,1976,2607,1481,1490
787,BCRABL_2543,1976,2815,1220,1016
788,BCRABL_2521,3834,5147,2552,2222
789,BCRABL_1075,2305,3256,1512,1223
790,BCRABL_2452,471,573,288,194
791,BCRABL_5,1528,1972,825,937
792,BCRABL_1192,5713,7551,3112,2737
793,BCRABL_343,5099,6671,2717,2720
794,BCRABL_437,1024,1363,490,424
795,BCRABL_1737,3406,4477,1670,1551
796,BCRABL_34,1831,2567,1290,981
797,BCRABL_364,8238,10881,4204,3936
798,BCRABL_2350,1596,2288,1193,1103
799,BCRABL_2093,1606,2187,985,877
800,BCRABL_1624,138,176,107,56
801,BCRABL_1880,1604,2202,702,763
802,BCRABL_1891,1499,1828,817,1000
803,BCRABL_1719,4356,5857,2105,1875
804,BCRABL_713,1669,1981,887,791
805,BCRABL_110,5048,6851,2633,2322
806,BCRABL_2958,4084,5645,2597,2284
807,BCRABL_2570,7818,10629,4743,3949
808,BCRABL_1529,6238,8591,4453,3924
809,BCRABL_81,1600,2143,893,757
810,BCRABL_2966,501,630,211,243
811,BCRABL_3073,3873,5296,2294,1976
812,BCRABL_1583,2504,3536,2026,1935
813,BCRABL_2822,230,278,151,104
814,BCRABL_1809,5146,6917,3197,2968
815,BCRABL_1497,1467,2029,850,673
816,BCRABL_1747,1366,1682,998,786
817,BCRABL_1189,1912,2637,1099,1058
818,BCRABL_614,3024,3793,1487,1419
819,BCRABL_49,2139,2777,890,1037
820,BCRABL_1524,3438,4545,2232,1927
821,BCRABL_1527,668,890,397,329
822,BCRABL_2270,2570,3372,1761,1530
823,BCRABL_422,751,895,468,360
824,BCRABL_2891,2791,3649,1359,1234
825,BCRABL_1916,4653,6259,2360,2326
826,BCRABL_3042,935,1186,484,396
827,BCRABL_2110,6235,8290,3763,3433
828,BCRABL_324,3546,4903,1930,2036
829,BCRABL_841,4711,6303,3246,3009
830,BCRABL_2867,1301,1720,790,764
831,BCRABL_140,1542,2124,751,704
832,BCRABL_137,7623,10153,4414,3728
833,BCRABL_400,1067,1331,497,464
834,BCRABL_23,1718,2271,692,597
835,BCRABL_1526,812,1157,623,458
836,BCRABL_2950,1267,1775,929,768
837,BCRABL_3002,5950,7642,2887,2714
838,BCRABL_1224,391,476,170,189
839,BCRABL_2727,244,399,184,223
840,BCRABL_1152,290,384,239,176
841,BCRABL_301,661,909,490,390
842,BCRABL_1353,1786,2306,908,784
843,BCRABL_934,1875,2520,1071,1036
844,BCRABL_3075,1362,1837,981,917
845,BCRABL_2318,1834,2501,1182,1001
846,BCRABL_1511,2989,3962,2256,2087
847,BCRABL_1417,6138,8378,3462,2865
848,BCRABL_2911,5374,7286,3452,3447
849,BCRABL_2472,175,219,112,104
850,BCRABL_2579,7541,10160,4184,3702
851,BCRABL_284,4535,5759,1852,1608
852,BCRABL_1225,3831,5150,1764,1542
853,BCRABL_1793,947,1235,209,213
854,BCRABL_2857,8277,11347,5110,4403
855,BCRABL_69,3928,5388,2083,1653
856,BCRABL_1460,5265,7221,3687,3644
857,BCRABL_600,1832,2385,1090,988
858,BCRABL_1942,385,534,174,181
859,BCRABL_3142,377,505,244,205
860,BCRABL_732,2004,2729,1225,1027
861,BCRABL_2017,590,820,353,279
862,BCRABL_1525,8666,11703,5101,4530
863,BCRABL_411,267,293,128,105
864,BCRABL_2000,1279,1761,902,696
865,BCRABL_2632,762,1033,410,469
866,BCRABL_958,2645,3484,1445,1457
867,BCRABL_1750,786,1073,536,519
868,BCRABL_2889,6014,7959,3017,2640
869,BCRABL_3072,4196,5697,2671,2492
870,BCRABL_2299,3293,4393,2059,1746
871,BCRABL_55,969,1328,597,491
872,BCRABL_2935,2366,3060,1587,1355
873,BCRABL_1894,1287,1631,341,358
874,BCRABL_2029,4190,5642,2466,2334
875,BCRABL_168,1261,1747,327,362
876,BCRABL_937,1675,2165,1350,1067
877,BCRABL_1950,1346,1878,571,542
878,BCRABL_1081,7287,9989,5490,4617
879,BCRABL_822,3464,4713,1875,1663
880,BCRABL_190,2031,2681,563,589
881,BCRABL_842,4346,5845,2861,2605
882,BCRABL_48,831,1042,271,286
883,BCRABL_1882,3510,4614,2155,2018
884,BCRABL_133,2347,3210,1454,1174
885,BCRABL_216,959,1225,535,422
886,BCRABL_2315,1482,2124,1032,941
887,BCRABL_3000,1692,2257,1159,1041
888,BCRABL_2321,469,676,275,299
889,BCRABL_1945,6057,8050,3416,3360
890,BCRABL_2912,866,1167,499,451
891,BCRABL_1751,332,366,295,311
892,BCRABL_1739,1225,1734,745,780
893,BCRABL_1717,3196,4428,1723,1493
894,BCRABL_1264,6680,9143,4212,3913
895,BCRABL_2821,3012,4185,1568,1524
896,BCRABL_115,5372,6908,2807,2586
897,BCRABL_786,1447,1927,903,870
898,BCRABL_101,2329,3093,1007,962
899,BCRABL_256,5653,7435,2865,2625
900,BCRABL_566,1917,2535,1189,1327
901,BCRABL_2992,6256,8066,4280,3867
902,BCRABL_897,2853,3787,1613,1571
903,BCRABL_1638,1482,1987,946,744
904,BCRABL_1229,562,707,333,283
905,BCRABL_2111,2433,3279,1561,1401
906,BCRABL_2511,5793,7818,3492,3054
907,BCRABL_863,1216,1529,621,511
908,BCRABL_3111,3266,4274,1758,1556
909,BCRABL_684,911,1157,489,415
910,BCRABL_1792,636,796,306,329
911,BCRABL_80,1527,2037,571,493
912,BCRABL_2528,2519,3195,1588,1247
913,BCRABL_2199,6322,8670,4070,3823
914,BCRABL_2400,2658,3804,1914,1682
915,BCRABL_959,4331,5705,2900,2714
916,BCRABL_15,1092,1441,646,642
917,BCRABL_999,1953,2576,1359,1340
918,BCRABL_1637,1439,1999,1005,947
919,BCRABL_3006,1894,2263,1151,836
920,BCRABL_775,280,358,136,165
921,BCRABL_3107,1357,1662,720,649
922,BCRABL_257,296,384,135,106
923,BCRABL_729,1807,2502,1180,993
924,BCRABL_1276,1248,1744,703,636
925,BCRABL_974,4513,5596,2715,2471
926,BCRABL_1449,5039,6858,2941,2466
927,BCRABL_33,1460,1979,672,808
928,BCRABL_832,3920,5129,2282,2079
929,BCRABL_2864,286,356,176,156
930,BCRABL_592,3103,4400,1996,1727
931,BCRABL_1951,2246,3116,751,554
932,BCRABL_2160,1772,2427,998,1215
933,BCRABL_2730,1233,1637,821,680
934,BCRABL_3019,1625,2285,1128,1006
935,BCRABL_611,1244,1682,843,570
936,BCRABL_1352,4958,6425,2352,2231
937,BCRABL_2268,654,963,464,310
938,BCRABL_912,1548,1912,767,711
939,BCRABL_3074,865,1162,543,482
940,BCRABL_2484,6603,9011,3207,2901
941,BCRABL_162,2036,2601,934,1003
942,BCRABL_1736,3809,5148,1837,1693
943,BCRABL_2287,3722,4987,2511,2236
944,BCRABL_617,1593,2128,749,800
945,BCRABL_191,1679,2121,824,672
946,BCRABL_2866,5770,7960,3613,3335
947,BCRABL_2241,1509,2194,1084,836
948,BCRABL_1955,831,1126,610,505
949,BCRABL_2741,3358,4622,1747,1748
950,BCRABL_1053,4890,6337,2800,2817
951,BCRABL_2176,2950,3902,1617,1331
952,BCRABL_2507,6817,9336,4093,3813
953,BCRABL_3153,975,1242,441,463
954,BCRABL_1695,4515,6121,2574,2155
955,BCRABL_1738,9038,11990,4497,4324
956,BCRABL_579,1690,2232,994,885
957,BCRABL_2403,1770,2354,1101,1007
958,BCRABL_1907,6306,8355,3356,3240
959,BCRABL_2722,2644,3468,1602,1578
960,BCRABL_1849,6501,8679,4437,3834
961,BCRABL_1629,4448,5809,3121,2856
962,BCRABL_152,825,1063,293,253
963,BCRABL_997,1719,2268,1049,981
964,BCRABL_558,1050,1309,611,545
965,BCRABL_556,1042,1382,516,418
966,BCRABL_1844,1324,1801,832,861
967,BCRABL_68,1895,2456,1074,827
968,BCRABL_50,1915,2423,1018,874
969,BCRABL_394,1935,2470,898,894
970,BCRABL_106,7178,9587,3608,3304
971,BCRABL_734,5261,6788,1913,2033
972,BCRABL_108,2104,2911,1138,972
973,BCRABL_135,6500,8704,3270,2885
974,BCRABL_1941,2676,3648,1574,1467
975,BCRABL_312,2482,3040,1347,1348
976,BCRABL_1069,3466,4705,2137,1985
977,BCRABL_1651,2839,3765,1634,1335
978,BCRABL_2962,435,577,320,233
979,BCRABL_2500,4198,5593,2601,2687
980,BCRABL_1000,2307,3017,1228,1163
981,BCRABL_714,831,1115,469,521
982,BCRABL_784,1491,2007,1066,937
983,BCRABL_843,4919,6662,3226,3078
984,BCRABL_1732,630,812,269,250
985,BCRABL_182,1925,2793,1095,943
986,BCRABL_386,2531,3461,1619,1497
987,BCRABL_2344,1072,1355,832,648
988,BCRABL_389,3684,4957,1845,1706
989,BCRABL_1766,751,982,206,182
990,BCRABL_1917,3306,4626,1546,1387
991,BCRABL_3038,3609,4824,2061,1878
992,BCRABL_126,2077,2717,1050,1031
993,BCRABL_2100,2412,3199,1578,1260
994,BCRABL_154,788,1017,181,146
995,BCRABL_270,1083,1354,612,498
996,BCRABL_3125,1753,2407,1163,1078
997,BCRABL_582,4101,5560,2398,2207
998,BCRABL_2858,8929,11940,5096,4567
999,BCRABL_844,3292,4446,2296,1967
1000,BCRABL_2527,1187,1553,779,702
1001,BCRABL_2051,2948,3880,1735,1746
1002,BCRABL_2319,3261,4265,2023,1667
1003,BCRABL_456,2744,3449,1587,1439
1004,BCRABL_1946,5253,6795,2956,2521
1005,BCRABL_602,2721,3780,1702,1607
1006,BCRABL_2139,1838,2368,883,771
1007,BCRABL_3001,1258,1647,715,668
1008,BCRABL_203,1752,2397,984,922
1009,BCRABL_2257,1531,2107,993,832
1010,BCRABL_2040,1185,1546,593,535
1011,BCRABL_2061,1222,1721,855,892
1012,BCRABL_26,1777,2413,704,760
1013,BCRABL_2272,3018,3936,1785,1663
1014,BCRABL_2575,9282,12722,5558,5320
